1 2000 0.5 0.0205078125 0.1025390625
1 7000 0.1 0.004804687575 0.02402343788
10 4000 0.05 0.001992187463 0.009960937315
30 2000 1 0.056640625 0.283203125
30 6000 0.2 0.008574218489 0.04287109245
