fullsyst_limit_v2 1 2000 0.5
fullsyst_limit_v2 1 4000 0.02
fullsyst_limit_v2 1 6000 0.02
fullsyst_limit_v2 1 7000 0.1
fullsyst_limit_v2 10 2000 1
fullsyst_limit_v2 10 4000 0.05
fullsyst_limit_v2 10 6000 0.1
fullsyst_limit_v2 10 7000 0.2
fullsyst_limit_v2 30 2000 1
fullsyst_limit_v2 30 4000 0.1
fullsyst_limit_v2 30 6000 0.2
fullsyst_limit_v2 30 7000 0.2
